12310,2022/2/1,7726.39
12310,2022/2/2,7726.39
12310,2022/2/3,7726.39
12310,2022/2/4,7726.39
12310,2022/2/5,7726.39
12310,2022/2/6,7726.39
12310,2022/2/7,9312.2
12310,2022/2/8,9312.2
12310,2022/2/9,9312.2
12310,2022/2/10,9312.2
12310,2022/2/11,9312.2
12310,2022/2/12,9312.2
12310,2022/2/13,9312.2
12310,2022/2/14,9464.1
12310,2022/2/15,9464.1
12310,2022/2/16,9464.1
12310,2022/2/17,9464.1
12310,2022/2/18,9464.1
12310,2022/2/19,9464.1
12310,2022/2/20,9464.1
12310,2022/2/21,11800
12310,2022/2/22,11800
12310,2022/2/23,11800
12310,2022/2/24,11800
12310,2022/2/25,11800
12310,2022/2/26,11800
12310,2022/2/27,11800
12310,2022/2/28,12600
12310,2022/3/1,12600
12310,2022/3/2,12600
12310,2022/3/3,12600
12310,2022/3/4,12600
12310,2022/3/5,12600
12310,2022/3/6,12600
12310,2022/3/7,9650.52
12310,2022/3/8,9650.52
12310,2022/3/9,9650.52
12310,2022/3/10,9650.52
12310,2022/3/11,9650.52
12310,2022/3/12,9650.52
12310,2022/3/13,9650.52
12310,2022/3/14,12800
12310,2022/3/15,12800
12310,2022/3/16,12800
12310,2022/3/17,12800
12310,2022/3/18,12800
12310,2022/3/19,12800
12310,2022/3/20,12800
12310,2022/3/21,9902.7
12310,2022/3/22,9902.7
12310,2022/3/23,9902.7
12310,2022/3/24,9902.7
12310,2022/3/25,9902.7
12310,2022/3/26,9902.7
12310,2022/3/27,9902.7
12310,2022/3/28,12500
12310,2022/3/29,12500
12310,2022/3/30,12500
12310,2022/3/31,12500
12310,2022/4/1,12500
12310,2022/4/2,12500
12310,2022/4/3,12500
12310,2022/4/4,10213.7
12310,2022/4/5,10213.7
12310,2022/4/6,10213.7
12310,2022/4/7,10213.7
12310,2022/4/8,10213.7
12310,2022/4/9,10213.7
12310,2022/4/10,10213.7
12310,2022/4/11,12600
12310,2022/4/12,12600
12310,2022/4/13,12600
12310,2022/4/14,12600
12310,2022/4/15,12600
12310,2022/4/16,12600
12310,2022/4/17,12600
12310,2022/4/18,11600
12310,2022/4/19,11600
12310,2022/4/20,11600
12310,2022/4/21,11600
12310,2022/4/22,11600
12310,2022/4/23,11600
12310,2022/4/24,11600
12310,2022/4/25,10700
12310,2022/4/26,10700
12310,2022/4/27,10700
12310,2022/4/28,10700
12310,2022/4/29,10700
12310,2022/4/30,10700
12310,2022/5/1,10700
12310,2022/5/2,10500
12310,2022/5/3,10500
12310,2022/5/4,10500
12310,2022/5/5,10500
12310,2022/5/6,10500
12310,2022/5/7,10500
12310,2022/5/8,10500
12310,2022/5/9,10232.4
12310,2022/5/10,10232.4
12310,2022/5/11,10232.4
12310,2022/5/12,10232.4
12310,2022/5/13,10232.4
12310,2022/5/14,10232.4
12310,2022/5/15,10232.4
12310,2022/5/16,10500
12310,2022/5/17,10500
12310,2022/5/18,10500
12310,2022/5/19,10500
12310,2022/5/20,10500
12310,2022/5/21,10500
12310,2022/5/22,10500
12310,2022/5/23,11100
12310,2022/5/24,11100
12310,2022/5/25,11100
12310,2022/5/26,11100
12310,2022/5/27,11100
12310,2022/5/28,11100
12310,2022/5/29,11100
12310,2022/5/30,11500
12310,2022/5/31,11500
12310,2022/6/1,11500
12310,2022/6/2,11500
12310,2022/6/3,11500
12310,2022/6/4,11500
12310,2022/6/5,11500
12310,2022/6/6,10500
12310,2022/6/7,10500
12310,2022/6/8,10500
12310,2022/6/9,10500
12310,2022/6/10,10500
12310,2022/6/11,10500
12310,2022/6/12,10500
12310,2022/6/13,10746.03
12310,2022/6/14,10746.03
12310,2022/6/15,10746.03
12310,2022/6/16,10746.03
12310,2022/6/17,10746.03
12310,2022/6/18,10746.03
12310,2022/6/19,10746.03
12310,2022/6/20,10500
12310,2022/6/21,10500
12310,2022/6/22,10500
12310,2022/6/23,10500
12310,2022/6/24,10500
12310,2022/6/25,10500
12310,2022/6/26,10500
12310,2022/6/27,12200
12310,2022/6/28,12200
12310,2022/6/29,12200
12310,2022/6/30,12200
12310,2022/7/1,12200
12310,2022/7/2,12200
12310,2022/7/3,12200
12310,2022/7/4,11217.1
12310,2022/7/5,11217.1
12310,2022/7/6,11217.1
12310,2022/7/7,11217.1
12310,2022/7/8,11217.1
12310,2022/7/9,11217.1
12310,2022/7/10,11217.1
12310,2022/7/11,11437.05
12310,2022/7/12,11437.05
12310,2022/7/13,11437.05
12310,2022/7/14,11437.05
12310,2022/7/15,11437.05
12310,2022/7/16,11437.05
12310,2022/7/17,11437.05
12310,2022/7/18,11700
12310,2022/7/19,11700
12310,2022/7/20,11700
12310,2022/7/21,11700
12310,2022/7/22,11700
12310,2022/7/23,11700
12310,2022/7/24,11700
12310,2022/7/25,10987.7
12310,2022/7/26,10987.7
12310,2022/7/27,10987.7
12310,2022/7/28,10987.7
12310,2022/7/29,10987.7
12310,2022/7/30,10987.7
12310,2022/7/31,10987.7
12310,2022/8/1,11200
12310,2022/8/2,11200
12310,2022/8/3,11200
12310,2022/8/4,11200
12310,2022/8/5,11200
12310,2022/8/6,11200
12310,2022/8/7,11200
12310,2022/8/8,10800
12310,2022/8/9,10800
12310,2022/8/10,10800
12310,2022/8/11,10800
12310,2022/8/12,10800
12310,2022/8/13,10800
12310,2022/8/14,10800
12310,2022/8/15,10418.8
