Episode,Actor,Total_Reward,Actor_Loss,critic_Loss
9,4,-291220.5615234375,136052992.0,3053516292.0
9,5,-283684.91015625,123849195.0,2821094774.0
9,6,-293109.900390625,367126675.0,2848943976.0
9,7,-298408.740234375,136123480.0,3295251440.0
10,0,-274407.9267578125,161594145.5,2640238504.0
10,1,-284072.3203125,127607640.5,2631573574.0
10,2,-261826.37109375,113083844.25,2398796304.0
10,3,-281727.3994140625,91902053.75,2721468880.0
10,4,-236625.19873046875,51398207.875,2054953620.0
10,5,-257153.4189453125,138276457.5,2310065568.0
10,6,-281831.20849609375,173826824.0,3028444688.859375
10,7,-272781.33984375,276110221.0,2672751012.0
11,0,-268353.6611328125,225042050.0,2489172890.0
11,1,-294753.51953125,213823609.5,3075964144.0
11,2,-249413.1015625,430025026.0,2484855062.75
11,3,-285477.2998046875,673081926.0,2848144192.0
11,4,-292772.9892578125,119846371.75,2865451664.0
11,5,-260393.2568359375,65795017.625,2920312374.0
11,6,-236017.17236328125,137185909.0,2582141481.0
11,7,-276509.708984375,158228818.0,2648862064.0
12,0,-283751.0107421875,508946204.0,2690519788.0
12,1,-284711.63916015625,205595931.5,2982522773.0
12,2,-237155.20166015625,157699181.5,2319381514.0
12,3,-298062.8798828125,242534275.0,3202108840.0
12,4,-275268.9111328125,374497172.0,2705808536.0
12,5,-299159.0009765625,630322594.0,3194788976.0
12,6,-221914.44970703125,128295506.5,1878820887.0
12,7,-293630.2294921875,295053898.0,2836178400.0
13,0,-275616.5283203125,227800946.0,2640437844.0
13,1,-250338.8623046875,112275985.75,2864094880.0
13,2,-286844.9404296875,162704551.0,2847113344.0
13,3,-263542.177734375,71298838.25,2352629900.0
13,4,-279207.51953125,168513657.0,2904381809.0
13,5,-290000.0,239334749.0,3013447496.0
13,6,-267217.9306640625,290436714.0,2534333884.0
13,7,-241128.68090820312,151911907.5,2231961192.546875
14,0,-295884.57958984375,121689551.0,3362620588.0
14,1,-290000.0,72650677.25,2883041296.0
14,2,-271538.3818359375,78873616.75,2591149304.0
14,3,-291415.3603515625,245770606.0,2960134200.0
14,4,-258358.73828125,201774480.0,2535974633.0625
14,5,-300761.9580078125,554994028.0,3202777488.0
14,6,-262719.66162109375,70796011.25,2460022128.0
14,7,-272675.359375,183583191.5,2799329796.0
15,0,-298823.880859375,151019737.0,3178984500.0
15,1,-271612.74951171875,230556512.0,2586258930.0
15,2,-267595.8388671875,151522180.5,2488233620.0
15,3,-268196.369140625,190769030.5,2437063328.0
15,4,-283006.591796875,152248357.5,2905584744.0
15,5,-290000.0,158134069.0,2966922064.0
15,6,-279838.7001953125,123757041.5,2993717497.234375
15,7,-251757.78857421875,98240836.5,2228876502.0
16,0,-211068.259765625,31122511.625,1822060131.0
16,1,-249917.80126953125,303492711.0,2231588756.0
16,2,-290000.0,185746574.5,2949982352.0
16,3,-280666.0,238971437.0,2854028042.0
16,4,-256838.228515625,297695230.0,2674279226.5
16,5,-278697.2197265625,206461272.5,2679567510.0
16,6,-285206.7021484375,60636734.25,3286833824.0
16,7,-300070.0810546875,233146762.5,3605392039.875
17,0,-247139.65936279297,175834902.5,2368733878.390625
17,1,-298378.2314453125,137035373.0,3009026856.0
17,2,-217033.33032226562,179330031.5,1985888718.65625
17,3,-299439.859375,104434798.5,3126210112.0
17,4,-303653.849609375,92962238.25,3249951192.0
17,5,-277846.76123046875,271980986.0,3102746204.0
17,6,-276164.1123046875,100289657.0,2687708448.0
17,7,-265983.890625,133867838.0,2684350506.0
18,0,-266285.8408203125,220910127.5,2616924148.0
18,1,-252027.677734375,132971600.5,2894186152.0
18,2,-290550.400390625,289003326.0,2915813480.0
18,3,-278141.455078125,180644624.0,2646853672.0
18,4,-277919.7373046875,135937853.0,3083517104.0
18,5,-231733.93103027344,112301684.25,1883255501.5
18,6,-293835.5009765625,164163382.0,2974721088.0
18,7,-226411.84619140625,159069407.5,2395508020.5
19,0,-298923.439453125,124420016.0,3090792912.0
19,1,-266164.7626953125,74317239.0,2568460040.0
19,2,-271581.3125,257186139.0,2572470832.0
19,3,-240334.240234375,228334087.0,2241522758.5
19,4,-283581.27001953125,53313170.125,2854619772.0
19,5,-290083.009765625,68380225.0,2970381064.0
19,6,-258285.62109375,205340474.5,2301491638.0
19,7,-280835.9140625,109244966.75,2734608936.0
20,0,-279408.83056640625,224072865.5,2743816096.0
20,1,-276367.0407714844,289532595.0,2845993538.5625
20,2,-248767.66064453125,216833209.5,2203233080.5
20,3,-272330.2197265625,103428286.25,2768166504.355957
20,4,-284378.3408203125,126699800.0,2662270936.0
20,5,-255303.0283203125,213571923.0,2551836540.0
20,6,-287984.6484375,250892424.0,3168827510.484375
20,7,-290000.0,275801904.0,2819612688.0
21,0,-270396.7216796875,204164612.0,2505862944.0
21,1,-284361.3203125,314326595.0,2664251776.0
21,2,-301892.4609375,259481527.5,3402296840.0
21,3,-249831.78100585938,144810219.0,2369622427.125
21,4,-278102.86962890625,126624745.0,2743234382.0
21,5,-290000.0,205548340.0,2840178880.0
21,6,-261088.2353515625,91559699.25,2419480024.0
21,7,-286568.798828125,268311523.0,3222585672.0
22,0,-242830.0986328125,63343891.0,3252970048.1292114
22,1,-283574.3271484375,43467512.375,2782954152.0
22,2,-265641.9990234375,205242890.0,2527014368.0
22,3,-267210.9990234375,216818300.0,2737941032.0
22,4,-315604.26953125,342390613.0,3500698088.0
22,5,-226864.79248046875,180452072.0,2883619649.0
22,6,-241129.38134765625,193600013.0,2125271166.0
22,7,-293979.029296875,519624970.0,2896189464.0
23,0,-278636.498046875,191033274.5,2924018478.0
23,1,-259618.97094726562,140464648.0,2525908860.5
23,2,-273800.6982421875,117767060.5,2714909328.0
23,3,-252609.2490234375,172755040.0,2396089278.625
23,4,-283177.89990234375,281757615.0,2907686996.0
23,5,-271019.03857421875,58581700.125,3439625112.0
23,6,-284121.759765625,350920159.0,2706144797.0
23,7,-267438.1701660156,298013155.0,2504886075.375
24,0,-250243.5361328125,312429544.0,2634470142.0
24,1,-298669.890625,171108982.5,3189298568.0
24,2,-255772.49609375,72248223.0,2431284412.0
24,3,-274938.0380859375,310438091.0,2457850392.0
24,4,-273223.60107421875,373446352.0,2971083564.0
24,5,-279762.6796875,106174477.75,2770400040.0
24,6,-276210.81884765625,156541188.0,2794200132.0
24,7,-257573.7705078125,332062573.0,2775596013.0
25,0,-285139.18115234375,164312686.0,2882012888.0
25,1,-298486.6796875,156500439.0,3121279912.0
25,2,-249910.82153320312,97897782.0,2634919917.4375
25,3,-290000.0,234914694.5,2826028216.0
25,4,-225080.9783935547,178265302.5,1789007952.3125
25,5,-241314.11083984375,125322172.5,2192081638.0
25,6,-223463.1025390625,86247005.25,1973107033.0
25,7,-233830.40771484375,116651322.25,2011027927.0
26,0,-301369.470703125,339821994.0,3333141936.0
26,1,-226814.11767578125,281648560.0,1836104954.96875
26,2,-244448.0380859375,165246338.5,2297819819.75
26,3,-279317.2109375,168893752.5,2921156120.0
26,4,-276737.81201171875,147032834.5,2693521852.0
26,5,-256513.27880859375,100336890.5,2459599740.0
26,6,-275729.7099609375,258203971.0,2651530373.0
26,7,-282473.71435546875,149650930.5,2961514840.0
27,0,-283076.7119140625,280378804.0,2838631280.0
27,1,-230425.05224609375,431064397.0,2063492496.875
27,2,-266440.74609375,137301945.5,3439862747.125
27,3,-259015.0908203125,471804763.0,2327154640.0
27,4,-312580.048828125,122418196.25,3413045616.0
27,5,-255813.080078125,216167346.0,2256242346.0
27,6,-267568.30322265625,170766927.0,2570039468.0
27,7,-276726.8601074219,72728247.25,2923135359.609375
28,0,-248591.87329101562,171740004.0,2342246672.25
28,1,-259084.45947265625,77164116.25,2274491864.0
28,2,-278370.009765625,155753879.0,2998364232.0
28,3,-282967.79052734375,191629092.5,2919208214.0
28,4,-274964.78857421875,164763097.5,2873981687.0
28,5,-282893.0009765625,54889338.875,2732992024.0
28,6,-276968.7978515625,397120737.0,2825508507.0
28,7,-278380.73876953125,117895337.0,3182729160.5
29,0,-230090.36376953125,129108219.0,1870807982.0
29,1,-290000.0,154206906.0,2898205928.0
29,2,-258049.9189453125,264823729.0,2358544243.375
29,3,-270494.44091796875,177906493.5,2790244540.0
29,4,-264496.53271484375,129441100.75,2643064244.0
29,5,-284508.2490234375,154118754.5,2836969624.0
29,6,-271552.53369140625,189220575.0,2719904368.0
29,7,-245425.98876953125,66679337.0,2415798391.0
30,0,-272696.15881347656,195892808.0,2727199345.5
30,1,-267739.11474609375,166334549.5,2486830140.0
30,2,-293230.51953125,55776848.625,2923731424.0
30,3,-219793.52001953125,178980520.0,1963285188.0
30,4,-307225.9609375,212662830.0,3641441848.0
30,5,-290000.0,568127856.0,2975542000.0
30,6,-277995.27783203125,257721702.0,2792414688.0
30,7,-263388.10009765625,181183211.0,2680631781.171875
31,0,-272568.61083984375,355763016.0,2566020064.0
31,1,-298309.7978515625,43112045.5,3067729664.0
31,2,-288604.53955078125,149785064.5,2848806980.0
31,3,-217993.14184570312,173113127.0,2455948708.0
31,4,-273490.68310546875,201592336.0,2595055162.0
31,5,-288718.369140625,175140166.5,3267830604.0
31,6,-292913.91015625,242841649.5,3040554840.0
31,7,-226820.521484375,271024028.0,1975758144.0
32,0,-275120.3310546875,164000636.0,2935906480.0
32,1,-261484.70263671875,124732488.0,2495201687.5625
32,2,-273206.7509765625,350038016.0,2588758600.0
32,3,-273195.17919921875,402895934.0,2614223916.0
32,4,-260759.14306640625,204842071.0,2539354917.0
32,5,-251976.68701171875,176490521.5,3748993194.567383
32,6,-291255.759765625,169557574.5,3112251504.0
32,7,-289492.9814453125,591370178.0,2959681888.0
33,0,-241488.29663085938,69620769.125,4641800128.5
33,1,-294267.21875,169371547.5,3013742360.0
33,2,-258544.7080078125,118572087.5,2517575176.609375
33,3,-243397.2294921875,123728510.5,2218375218.0
33,4,-296621.2998046875,158390875.5,3053842096.0
33,5,-220508.509765625,75601296.5,1998533113.375
33,6,-314810.0087890625,194978981.0,3558270496.0
33,7,-276466.61962890625,99452884.0,2660942856.0
34,0,-266149.669921875,206409312.5,2703358816.0
34,1,-262728.62841796875,141904731.0,2559997916.0
34,2,-259336.75927734375,254884911.0,2757830634.0
34,3,-290000.0,364122781.0,2957182560.0
34,4,-269019.9609375,78058970.75,3356314200.5
34,5,-242880.47900390625,152011407.5,2290889228.0
34,6,-288733.6982421875,119027198.75,2959164816.0
34,7,-279774.30029296875,188086716.0,2691317896.0
35,0,-250586.6337890625,94648202.5,3201033824.0
35,1,-290000.0,172691738.0,2796462232.0
35,2,-297164.5205078125,80424363.75,3094283496.0
35,3,-241532.6513671875,177946478.5,2563474456.0
35,4,-207306.3505859375,59582798.75,1518030732.0
35,5,-302910.26904296875,326640698.0,3364893060.0
35,6,-290460.23046875,106674733.0,2856376008.0
35,7,-261977.26953125,151238917.5,2260388748.0
36,0,-279305.158203125,163184948.0,2804230272.0
36,1,-290000.0,57551508.0,2974542440.0
36,2,-293330.08837890625,228294981.0,3089627338.0
36,3,-294987.7109375,67194673.625,3086883224.0
36,4,-274722.1337890625,157597352.0,2687816296.0
36,5,-270125.9699707031,82538888.0,2617696305.5625
36,6,-256022.1806640625,150617177.0,2428455226.5
36,7,-229975.98828125,296899842.0,3459748936.0
37,0,-261869.22998046875,298734827.0,2539409780.0
37,1,-278939.37109375,113500442.0,2687623272.0
37,2,-229060.6328125,105329975.75,1898086014.0
37,3,-237036.9697265625,92939694.75,2021172606.0
37,4,-283891.8193359375,387842218.0,2739057728.0
37,5,-285821.740234375,394171465.0,2577573274.0
37,6,-285725.671875,369554833.0,3006157977.0
37,7,-291732.8203125,88157752.0,2977021048.0
38,0,-296484.69921875,173237282.5,3088956928.0
38,1,-281930.49951171875,325263772.0,2832476860.0
38,2,-214361.24853515625,115313542.5,3278207120.375
38,3,-308119.611328125,254450582.5,3478390912.0
38,4,-289066.3203125,161345992.5,2895646032.0
38,5,-260195.70068359375,255312205.0,2320864244.0
38,6,-273983.99853515625,187507476.5,2572856848.0
38,7,-263810.388671875,70229626.75,2635403752.0
39,0,-262554.140625,194820978.5,2770949345.125
39,1,-290000.0,243150310.5,2923134952.0
39,2,-273635.02978515625,499070570.0,2590009408.5
39,3,-274587.048828125,81318026.0,2699799648.0
39,4,-227370.8505859375,155720691.5,2174777606.0
39,5,-269971.24560546875,63316898.25,2518589996.0
39,6,-273092.0615234375,105003355.75,3081375009.0
39,7,-207674.6365966797,72214373.25,3258087313.8652344
40,0,-250043.6298828125,118614713.5,2459070456.0
40,1,-225144.10888671875,89243606.25,1909197803.0
40,2,-274521.4990234375,127803756.0,2654641056.0
40,3,-296996.99853515625,367861439.0,3166101076.0
40,4,-251612.62939453125,126955617.25,2434751876.0
40,5,-282164.0703125,186294218.5,2713516704.0
40,6,-309754.201171875,223017192.0,3457468344.0
40,7,-226587.056640625,163170539.5,3676441408.0
41,0,-296847.6513671875,328433677.0,2961363312.0
41,1,-290546.8193359375,140918493.5,2820650888.0
41,2,-267298.89306640625,134785069.75,2483661869.0
41,3,-269841.13671875,108337593.25,3174212965.5225983
41,4,-244976.85302734375,169345220.0,3618731716.0
41,5,-268441.6003417969,372753097.0,2651342980.0
41,6,-296366.9990234375,110500602.25,2996417672.0
41,7,-256956.3603515625,95546883.25,2312919080.0
42,0,-283633.5400390625,172422987.5,2983466909.0
42,1,-294780.150390625,105765547.75,3043255368.0
42,2,-266674.56884765625,258353951.0,2488002966.0
42,3,-267493.822265625,155298847.0,2636217759.5
42,4,-245961.24072265625,123140896.25,2297709324.0
42,5,-290000.0,172290177.0,2846715624.0
42,6,-299090.33984375,311613448.0,3126125968.0
42,7,-298167.03125,198781715.0,3224939024.0
43,0,-230321.0380859375,120849875.75,2578204255.0
43,1,-247704.57763671875,141611055.5,2376355969.5
43,2,-289421.9990234375,150942575.5,2902540272.0
43,3,-284375.240234375,670027548.0,2876542768.0
43,4,-294767.0390625,90404644.0,3200484096.0
43,5,-254356.72412109375,45406972.625,2270485332.0
43,6,-256605.36962890625,81790607.0,2423099800.0
43,7,-291806.91015625,236261261.5,2958437128.0
44,0,-291161.71142578125,49241857.25,3092906950.0
44,1,-285793.99951171875,276648851.0,2776029000.0
44,2,-268942.71875,101395138.25,2545884758.0
44,3,-265378.06005859375,166595286.0,2526616182.0
44,4,-263489.494140625,120399392.0,2445146432.0
44,5,-280199.83154296875,99918913.25,2803014716.0
44,6,-276192.8298339844,296204359.0,2736766851.5
44,7,-269153.8017578125,119996150.0,2676632568.0
45,0,-279670.4501953125,210469478.0,2743924446.734375
45,1,-269245.7919921875,95790666.5,2516149496.0
45,2,-271081.37841796875,46110323.0,2543807759.0
45,3,-249614.55078125,97160671.75,2293831027.0
45,4,-244235.92822265625,256924446.0,2413147256.0
45,5,-227581.76879882812,144221636.5,2057129013.875
45,6,-275835.8291015625,163998710.5,2698196864.0
45,7,-292952.939453125,77190727.5,2988049152.0
46,0,-256054.80200195312,85500001.0,2361699338.5
46,1,-274097.642578125,169043005.5,2501004088.0
46,2,-280764.0810546875,140809076.0,2606854388.0
46,3,-277509.109375,176090294.5,2744095277.25
46,4,-272726.267578125,37287283.75,2571821872.0
46,5,-293174.2392578125,217156587.5,3031150648.0
46,6,-274282.8486328125,112215738.75,2903923844.0
46,7,-250173.0888671875,63576053.0,2562041995.75
47,0,-266802.0341796875,543493988.0,2665284722.0
47,1,-287482.240234375,228077979.5,2867855008.0
47,2,-256430.81616210938,75232892.0,2455089783.7890625
47,3,-271073.01953125,62707596.875,2560035760.0
47,4,-290000.0,57825254.625,2912236264.0
47,5,-241134.33935546875,329148294.0,1948447068.0
47,6,-284340.52099609375,107323587.0,3151322220.0
47,7,-269738.83056640625,226375638.0,2657898770.25
48,0,-264017.4501953125,235290409.5,2293924396.0
48,1,-233540.72900390625,157619453.5,2446418046.0
48,2,-313458.87890625,214745331.5,3768406624.0
48,3,-255974.6611328125,103476157.75,2426333076.0
48,4,-290000.0,105489694.5,2964225480.0
48,5,-254615.1495361328,154214073.5,2731804220.625
48,6,-229592.4091796875,204335642.5,2086483212.0
48,7,-304283.439453125,61882362.5,3121704280.0
49,0,-250165.9091796875,79465196.75,2634900023.25
49,1,-251223.90869140625,225189399.0,2268839216.0
49,2,-287009.5498046875,111439425.75,2939758758.0
49,3,-290294.14990234375,167991237.0,2925643336.0
49,4,-258474.6201171875,171384965.0,2512108902.0
49,5,-281590.0390625,458173334.0,2715836240.0
49,6,-237338.49096679688,122851188.0,2591183055.75
49,7,-280331.4677734375,123460895.0,2761443744.0
50,0,-271700.04052734375,179660031.0,2621369226.0
50,1,-241451.05102539062,356512825.0,2463613069.0
50,2,-249874.11962890625,155716722.0,2517136328.0
50,3,-257081.3505859375,302383274.0,2252077156.0
50,4,-284236.9375,188146227.5,2897263400.0
50,5,-275513.3486328125,206587116.5,2699777048.421875
50,6,-283666.33935546875,244490619.0,2762456229.0
50,7,-289515.7001953125,268871760.0,2986843744.0
51,0,-273384.4306640625,144218324.0,3197195842.0
51,1,-290370.48046875,240247314.0,2810722384.0
51,2,-219401.27661132812,41339906.25,1802432637.265625
51,3,-244837.15747070312,93920611.0,2724989431.8115234
51,4,-269713.95263671875,118363130.75,2551357600.0
51,5,-290000.0,163300933.5,2977984504.0
51,6,-262560.509765625,143253040.5,2419481838.0
51,7,-201957.92016601562,57774845.0,1673290310.0
52,0,-263473.16162109375,57041059.0,2400312453.0
52,1,-257985.6826171875,242487003.5,2572354232.875
52,2,-267158.71826171875,345022283.0,2683560586.0
52,3,-260348.05859375,251729706.0,2533482183.0
52,4,-243009.15673828125,125361509.25,2186534608.0
52,5,-285316.2607421875,48124143.25,2888230862.0
52,6,-204085.38525390625,226442434.0,4654695851.182522
52,7,-280311.349609375,136979983.5,2698429640.0
53,0,-255622.67846679688,99000770.25,2348624389.314453
53,1,-290258.3212890625,77959002.5,2869755584.0
53,2,-298695.2197265625,139161130.5,3052310856.0
53,3,-253406.50854492188,82849809.5,2540642544.0
53,4,-268945.9423828125,290812639.0,2576409586.0
53,5,-268216.51806640625,66049436.5,2490471716.0
53,6,-270988.93994140625,207415977.0,2664884328.0
53,7,-262292.9091796875,95860462.5,2395594584.0
54,0,-276874.41015625,285441005.0,2729494252.0
54,1,-269910.7705078125,125249742.0,2538248850.0
54,2,-287066.0703125,95060787.0,2828193872.0
54,3,-252812.93017578125,138880320.5,2700383134.0
54,4,-282067.689453125,212665652.0,2899594671.0
54,5,-262723.35791015625,213260097.0,2627934024.0
54,6,-294332.9775390625,216927510.0,3268102656.0
54,7,-266171.5361328125,113527950.0,3393758739.5
55,0,-298942.7890625,247629380.0,3125570192.0
55,1,-253170.6005859375,116781870.25,2722480096.0
55,2,-279884.8798828125,90862470.5,2640555528.0
55,3,-253226.5224609375,90687047.75,2421331053.0
55,4,-233099.2412109375,177774268.5,2058772595.796875
55,5,-281403.419921875,51215114.25,2773545228.0
55,6,-279003.7978515625,227120198.5,2879852703.0
55,7,-294151.6484375,257205749.0,3086559160.0
56,0,-272726.7783203125,353193534.0,2571770368.0
56,1,-265254.93359375,101845089.25,2599473299.5
56,2,-252578.73046875,240869083.5,2244722400.0
56,3,-271732.830078125,195562097.5,2555615984.0
56,4,-274097.31982421875,226893406.5,2783470570.0
56,5,-277612.72021484375,111156522.25,2801033044.0
56,6,-250684.19970703125,159617905.0,2205588456.0
56,7,-256244.17919921875,89527495.5,2867990981.75
57,0,-246041.0302734375,228312774.0,2695638769.25
57,1,-269689.58349609375,66865459.5,2799102484.0
57,2,-271426.1796875,119177405.25,3039855992.0
57,3,-270757.35107421875,97042503.25,2489589208.0
57,4,-253381.638671875,58284155.0,2242073244.0
57,5,-235574.12915039062,203337134.5,2385742738.953125
57,6,-297246.2900390625,110867476.5,3171038904.0
57,7,-273579.7998046875,237485805.5,2819007526.850342
58,0,-270754.89990234375,146521698.5,2546697617.0
58,1,-291988.6298828125,189024757.0,2939352064.0
58,2,-279923.3095703125,260326986.0,2909416611.5
58,3,-287901.5400390625,216787236.5,2894400672.0
58,4,-290000.0,268496128.0,3057847424.0
58,5,-296647.7109375,354074639.0,3215420920.0
58,6,-290317.439453125,257214755.0,2856066824.0
58,7,-278299.1806640625,131725669.0,2685529616.0
59,0,-257877.26953125,167225421.0,2238551729.0
59,1,-271227.6103515625,80792907.75,2666431272.0
59,2,-284059.0107421875,219353539.5,2788169424.0
59,3,-238830.689453125,116087790.0,2057307150.0
59,4,-289551.490234375,147614921.5,2848433624.0
59,5,-234899.65844726562,90257974.25,2587117960.8125
59,6,-217839.81787109375,100249817.5,1758930944.0
59,7,-306625.080078125,124553920.75,3475628944.0
60,0,-261250.10888671875,93599723.75,2273475804.0
60,1,-288523.16015625,272675884.0,2972941104.0
60,2,-300266.900390625,205637305.0,3179534816.0
60,3,-246395.3409423828,171607552.5,2271811719.0
60,4,-291589.830078125,143265020.5,2925222920.0
60,5,-264981.56103515625,227921185.5,2542308348.0
60,6,-245405.091796875,200582167.5,2763250068.0
60,7,-303852.869140625,332309614.0,3225951248.0
61,0,-265162.03857421875,148016836.0,2575278768.0
61,1,-270282.1926269531,170007511.5,2482807382.0
61,2,-301968.259765625,168384972.0,3257325000.0
61,3,-298592.4990234375,126994466.0,3148825840.0
61,4,-284342.10009765625,245057260.0,2877527050.0
61,5,-274479.9306640625,203400537.5,2567877328.0
61,6,-217466.74853515625,112947670.5,1825628326.0
61,7,-285268.2490234375,176202799.0,3367838028.25
62,0,-301149.15625,251634074.0,3518073228.0
62,1,-243815.16064453125,216879931.5,2302899228.5
62,2,-273341.79052734375,42468504.5,2622333536.0
62,3,-237432.78173828125,51519066.625,2164479438.0
62,4,-273692.91845703125,55678606.5,2536204676.0
62,5,-290002.3203125,164306662.0,2906270064.0
62,6,-263244.8193359375,208809369.0,2757034389.0
62,7,-301505.19921875,97628761.0,3270222392.0
63,0,-262729.29345703125,150711998.0,2525625204.0
63,1,-285989.14990234375,366298926.0,3027515432.0
63,2,-281231.0205078125,426158950.0,2792720248.0
63,3,-294001.439453125,317531308.0,2988805896.0
63,4,-288019.1796875,651002062.0,3024800728.0
63,5,-254621.3310546875,82527120.25,2339933648.375
63,6,-275301.138671875,233652621.5,2589994744.0
63,7,-294698.0,232616217.0,2986663768.0
64,0,-278667.39794921875,129211198.0,2712541188.0
64,1,-243905.0390625,156425498.0,2340862965.0
64,2,-284648.556640625,95540723.25,2893856512.0
64,3,-256210.67895507812,104083323.0,2479055305.0
64,4,-244941.63037109375,40620193.25,2075969756.0
64,5,-265266.49853515625,63709635.5,2422388676.0
64,6,-252907.8701171875,171232465.5,2504226567.0
64,7,-261783.56884765625,60306678.5,2498287668.0
65,0,-268167.3427734375,267340162.0,2616808238.0
65,1,-292111.1591796875,181824736.0,3107386776.0
65,2,-287854.7900390625,287870602.0,2926273568.0
65,3,-276151.5400390625,133276392.5,2864837060.0
65,4,-255844.45068359375,208644735.0,3046538233.8125
65,5,-273534.2080078125,231204839.5,2465657248.0
65,6,-279809.9091796875,318003746.0,2700828727.5703125
65,7,-248837.181640625,121370619.5,2188516738.0
66,0,-294152.8203125,614714014.0,2990103784.0
66,1,-287983.8701171875,432300434.0,2771081060.0
66,2,-255048.7314453125,322511217.0,2270607769.0
66,3,-261916.05810546875,156167681.0,2667171759.0
66,4,-273407.6895751953,209850282.5,2763049178.25
66,5,-281724.6701660156,170830628.5,2866641458.0
66,6,-292309.51953125,231436764.5,2950671832.0
66,7,-263086.58056640625,258848440.0,2733867100.25
67,0,-311990.109375,327741163.0,3481918864.0
67,1,-264505.8984375,223328136.0,2585062560.0
67,2,-255145.76049804688,222667343.0,3071129860.0
67,3,-307131.859375,155110778.0,3352183016.0
67,4,-283094.33203125,220825593.5,3077341372.0
67,5,-218967.92065429688,40480505.75,1835302488.71875
67,6,-272687.029296875,251824074.0,2847572804.0
